CaseId,Title,Archetype,ArchetypeName,PrimaryStateOwner,Grains,DataContracts,Detectors,DetectionMode,AIRole
CASE-444,Securities-Lending Wash Transaction,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Short / Borrow / Settlement Status; Position Concentration,Rules + securities-lending data; AI not required,Not required.
CASE-445,Matched Stock-Loan Transactions,securities_lending,Securities lending abuse,SecuritiesLoanGrain,SecuritiesLoanGrain;PositionGrain;AccountGrain;BeneficialOwnerGrain;RuleEvaluationWorkerGrain,SecuritiesLoanEvent;CollateralEvent;SettlementEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph; Short / Borrow / Settlement Status; Position Concentration,Rules + securities-lending data; AI not required,Not required.
CASE-446,Recall-Timing Manipulation,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Position Concentration; Liquidity Concentration; Price Impact,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-447,Locate-Availability False Signaling,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Short / Borrow / Settlement Status; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-448,Borrow-Inventory Corner,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Position Concentration; Liquidity Concentration; Price Impact,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-449,Short-Squeeze Ignition,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Position Concentration; Liquidity Concentration; Price Impact,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-450,Ex-Clearing Settlement Evasion,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Related-Account Graph; Position Concentration,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-451,Accumulation-Promotion-Distribution Scheme,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Volume Participation; Position Concentration,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-452,Coordinated Limit-Order Pump,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal; Self / Related Beneficial Owner; Related-Account Graph,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-453,Opening-Gap Pump,auction_close,Opening / closing / auction manipulation,AuctionGrain,AuctionGrain;OrderBookGrain;InstrumentGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,AuctionEvent;OrderEvent;ExecutionEvent;MarketPhaseEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation,Rules; AI not required,Not required.
CASE-454,Closing-Price Pump,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Auction Indicative-Price Impact; Price Impact; Volume Participation; Rapid Position Reversal; Position Concentration,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-455,Low-Float Squeeze Pump,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal; Position Concentration; Liquidity Concentration,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-456,Nominee-Account Pump,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal; Self / Related Beneficial Owner; Related-Account Graph,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-457,Pump-and-Dump with Options,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Price Impact; Volume Participation; Rapid Position Reversal; Cross-Product Economic Benefit,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-458,Pump-and-Dump with Warrants,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Price Impact; Volume Participation; Rapid Position Reversal,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-459,Pump Before Financing,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-460,Pump Before Insider Sale,insider,Insider dealing / MNPI-linked trading,CorporateEventGrain,CorporateEventGrain;RelationshipGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;CorporateEvent;InsiderRelationshipEvent;HoldingEvent,Price Impact; Volume Participation; Rapid Position Reversal; Pre-Event Abnormal Trading; Related-Account Graph,Rules + external/reference data; AI not required,Future NLP can enrich event/news understanding; deterministic trade-event correlation remains the core.
CASE-461,Pump Before Share Issuance,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal; Pre-Event Abnormal Trading; Benchmark-Window Participation,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-462,Multi-Broker Dumping,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal; Self / Related Beneficial Owner; Related-Account Graph,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-463,Pump-and-Reload Cycle,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-464,Investment-Group Signal Scam Trading,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-465,Nominee-Funnel-to-Omnibus Scheme,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-466,Victim-Order Price Support,price_momentum,Price / momentum / tape manipulation,InstrumentGrain,InstrumentGrain;OrderBookGrain;ParticipantInstrumentGrain;PositionGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;MarketStateEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; external promotion data may enrich pump/rumor variants,Not required for core detection.
CASE-467,Promotion-Triggered Liquidity Exit,communications,Promotion / rumor / communications-linked trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;PositionGrain;RelationshipGrain;CorporateEventGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;PromotionSignal;NewsEvent;RelationshipEvent,Volume Participation; Position Concentration; Related-Account Graph,"Rules + external communications/news data; AI helpful for text meaning, not required for trade-pattern leg",Future AI is useful for text meaning and communications analysis. Trade-side detection remains deterministic.
CASE-468,Rebate-Farming Self-Match,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-469,Fee-Tier Volume Inflation,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-470,Market-Share Incentive Wash Trading,wash_matched,Wash / matched / self / circular trading,ParticipantInstrumentGrain,ParticipantInstrumentGrain;AccountGrain;BeneficialOwnerGrain;RelationshipGrain;CoordinationWindowGrain;RuleEvaluationWorkerGrain,ExecutionEvent;RelationshipEvent;AccountReference,Self / Related Beneficial Owner; Time / Price / Quantity Matching; Circular Transaction Graph,Rules; AI not required; ownership/reference data strongly improves detection,Optional later for unknown coordination clusters; not required for known-rule detection.
CASE-471,Liquidity-Program Gaming,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Displayed-Size Anomaly; Volume Participation; Liquidity Concentration; Order-Message Burst Rate; Order Lifetime,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-472,Coordinated Quote Widening,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Self / Related Beneficial Owner,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-473,Coordinated Quote Narrowing,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Benchmark-Window Participation,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-474,Market-Maker Quote Synchronization,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration; Volume Participation,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-475,Fake Two-Sided Market,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-476,Skewed Two-Sided Quote Manipulation,coordination,Related-account / coordinated-group behavior,CoordinationWindowGrain,CoordinationWindowGrain;RelationshipGrain;AccountGrain;BeneficialOwnerGrain;ParticipantInstrumentGrain;RuleEvaluationWorkerGrain,ExecutionEvent;OrderEvent;RelationshipEvent;AccountReference,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules + relationship/beneficial-owner data; AI/ML optional for unknown clusters,Optional later for discovering unknown clusters; known relationships remain deterministic.
CASE-477,Conditional-Order Information Abuse,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-478,IOI Leakage Trading Abuse,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Pre-Event Abnormal Trading; Time / Price / Quantity Matching; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-479,Venue-Operator Proprietary Front Running,front_run,Front running / trading ahead / client-order misuse,ClientOrderWindowGrain,ClientOrderWindowGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RoutingQualityGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;ExecutionEvent;OrderEvent;RoutingDecisionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Pre-Event Abnormal Trading; Price Impact,Rules + customer/order-source data; AI not required,Not required.
CASE-480,Selective Latency Advantage Abuse,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Auction Indicative-Price Impact; Price Impact; Volume Participation; Cross-Venue Synchronization; Related-Account Graph,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-481,Hidden Order-Priority Advantage,probing_algo,Probing / algorithmic liquidity discovery abuse,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;InstrumentGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Auction Indicative-Price Impact; Price Impact; Volume Participation; Order-Message Burst Rate; Order Lifetime,Rules; AI/ML optional for adaptive algorithm patterns,Optional later for adaptive/novel algorithm patterns; core scenarios are rules.
CASE-482,Broker Crossing-Engine Favoritism,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-483,Affiliate Internalization Favoritism,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching; Cross-Venue Synchronization; Trade-Report Timing / Accuracy,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-484,Internalizer Price-Shading Abuse,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Cross-Venue Synchronization; Trade-Report Timing / Accuracy; Price Impact,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-485,Trade-Through Concealment,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-486,Stale-Quote Creation and Exploitation,routing_venue,Routing / execution quality / ATS / venue conflict,RoutingQualityGrain,RoutingQualityGrain;ClientOrderWindowGrain;ParticipantInstrumentGrain;VenueGrain;RuleEvaluationWorkerGrain,ClientOrderEvent;RoutingDecisionEvent;ExecutionEvent;VenueFeeEvent;NBBOEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules + routing/venue configuration and fee data; AI not required,Not required.
CASE-487,Midpoint Reference Manipulation by Venue User,benchmark,Benchmark / VWAP / TWAP / settlement reference abuse,BenchmarkWindowGrain,BenchmarkWindowGrain;InstrumentGrain;ParticipantInstrumentGrain;PositionGrain;InstrumentRelationGrain;RuleEvaluationWorkerGrain,ExecutionEvent;BenchmarkEvent;PositionEvent;ReferencePriceEvent,Cross-Venue Synchronization; Trade-Report Timing / Accuracy; Price Impact,Rules; AI not required,Not required.
CASE-488,Duplicate Trade Reporting Manipulation,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-489,Cancelled-Trade Publication Abuse,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-490,False Trade Timestamp Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-491,False Venue Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-492,False Capacity Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Time / Price / Quantity Matching; Trade-Report Timing / Accuracy; Price Impact,Rules; AI not required,Not required.
CASE-493,False Short-Sale Indicator Reporting,short_settlement,Short sale / borrow / settlement abuse,ShortSettlementGrain,ShortSettlementGrain;PositionGrain;ParticipantInstrumentGrain;AccountGrain;RuleEvaluationWorkerGrain,ShortSaleEvent;BorrowLocateEvent;SettlementEvent;ExecutionEvent;PositionEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules + borrow/locate/settlement data; AI not required,Not required.
CASE-494,False Account-Type Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Displayed-Size Anomaly; Volume Participation; Liquidity Concentration,Rules; AI not required,Not required.
CASE-495,False Order-Origin Reporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Displayed-Size Anomaly; Multi-Level Depth Pressure; Price Impact; Liquidity Concentration,Rules; AI not required,Not required.
CASE-496,False Cancel/Correct Report,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-497,Broken-Trade Concealment,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-498,Block-Size Misreporting,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Self / Related Beneficial Owner; Related-Account Graph; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-499,Out-of-Sequence Print Manipulation,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-500,Off-Exchange Print Price Manipulation,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal; Benchmark-Window Participation,Rules; AI not required,Not required.
CASE-501,Trade-Report Suppression,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Trade-Report Timing / Accuracy; Time / Price / Quantity Matching,Rules; AI not required,Not required.
CASE-502,Phantom Trade Print,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-503,Pump-and-Dump Reporting Delay,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Price Impact; Volume Participation; Rapid Position Reversal,Rules; AI not required,Not required.
CASE-504,Average-Price Allocation Concealment,reporting,Trade reporting / publication / identifier manipulation,TradeReportingGrain,TradeReportingGrain;ParticipantInstrumentGrain;AccountGrain;RelationshipGrain;RuleEvaluationWorkerGrain,ExecutionEvent;TradeReportEvent;IdentifierEvent;MarketDataPublicationEvent,Volume Participation; Pre-Event Abnormal Trading; Price Impact; Time / Price / Quantity Matching; Trade-Report Timing / Accuracy,Rules; AI not required,Not required.
CASE-505,Multi-Account Layering,spoof_layer,Spoofing / layering / deceptive liquidity,OrderBookGrain,OrderBookGrain;ParticipantInstrumentGrain;TraderGrain;AccountGrain;RuleEvaluationWorkerGrain,OrderEvent;ExecutionEvent;BookSnapshot,Cancellation Ratio; Order Lifetime; Displayed-Size Anomaly; Multi-Level Depth Pressure; Opposite-Side Execution,Rules; AI not required,Not required for core detection.
